產業別,股票代碼,股票名稱,市場別,更新日期
鋼鐵工業,5009,榮剛,tpex,2021-05-17
鋼鐵工業,5011,久陽,tpex,2021-05-17
鋼鐵工業,5013,強新,tpex,2021-05-17
鋼鐵工業,5014,建錩,tpex,2021-05-17
鋼鐵工業,5015,華祺,tpex,2021-05-17
鋼鐵工業,5016,松和,tpex,2021-05-17
橡膠工業,5102,富強,tpex,2021-05-17
資訊服務類,5201,凱衛,tpex,2021-05-17
資訊服務類,5202,力新,tpex,2021-05-17
資訊服務業,5203,訊連,twse,2021-05-17
電子工業,5203,訊連,twse,2021-05-17
其他電子類,5205,中茂,tpex,2021-05-17
建材營造,5206,坤悅,tpex,2021-05-17
資訊服務類,5209,新鼎,tpex,2021-05-17
資訊服務類,5210,寶碩,tpex,2021-05-17
資訊服務類,5211,蒙恬,tpex,2021-05-17
資訊服務類,5212,凌網,tpex,2021-05-17
建材營造,5213,亞昕,tpex,2021-05-17
電子工業,5215,科嘉-KY,twse,2021-05-17
電腦及週邊設備業,5215,科嘉-KY,twse,2021-05-17
光電業類,5220,萬達光電,tpex,2021-05-17
電腦及週邊類,5223,安力-KY,tpex,2021-05-17
其他電子業,5225,東科-KY,twse,2021-05-17
電子工業,5225,東科-KY,twse,2021-05-17
電子零組件類,5227,立凱-KY,tpex,2021-05-17
光電業類,5230,雷笛克光學,tpex,2021-05-17
光電業,5234,達興材料,twse,2021-05-17
電子工業,5234,達興材料,twse,2021-05-17
光電業,5243,乙盛-KY,twse,2021-05-17
電子工業,5243,乙盛-KY,twse,2021-05-17
光電業類,5245,智晶,tpex,2021-05-17
光電業類,5251,天鉞電,tpex,2021-05-17
電子工業,5258,虹堡,twse,2021-05-17
電腦及週邊設備業,5258,虹堡,twse,2021-05-17
光電業,5259,奕智博,twse,2021-05-17
電子工業,5259,奕智博,twse,2021-05-17
文化創意業,5263,智崴,tpex,2021-05-17
電子工業,5264,鎧勝-KY,twse,2021-05-17
電腦及週邊設備業,5264,鎧勝-KY,twse,2021-05-17
半導體業,5269,祥碩,twse,2021-05-17
電子工業,5269,祥碩,twse,2021-05-17
半導體類,5272,笙科,tpex,2021-05-17
半導體類,5274,信驊,tpex,2021-05-17
其他,5276,達輝-KY,tpex,2021-05-17
電子商務業,5278,尚凡,tpex,2021-05-17
半導體業,5280,F-敦泰,twse,2021-05-17
電子工業,5280,F-敦泰,twse,2021-05-17
光電業類,5281,大峽谷-KY,tpex,2021-05-17
電器電纜,5283,禾聯碩,twse,2021-05-17
其他,5284,jpp-KY,twse,2021-05-17
半導體業,5285,界霖,twse,2021-05-17
電子工業,5285,界霖,twse,2021-05-17
電子商務業,5287,數字,tpex,2021-05-17
電機機械,5288,豐祥-KY,twse,2021-05-17
電腦及週邊類,5289,宜鼎,tpex,2021-05-17
電子零組件類,5291,邑昇,tpex,2021-05-17
半導體類,5299,杰力,tpex,2021-05-17
觀光事業,5301,寶得利,tpex,2021-05-17
半導體類,5302,太欣,tpex,2021-05-17
電腦及週邊類,5304,鼎創達,tpex,2020-11-22
半導體業,5305,敦南,twse,2021-05-17
電子工業,5305,敦南,twse,2021-05-17
其他,5306,桂盟,tpex,2021-05-17
電子零組件類,5309,系統電,tpex,2021-05-17
資訊服務類,5310,天剛,tpex,2021-05-17
生技醫療類,5312,寶島科,tpex,2021-05-17
半導體類,5314,世紀,tpex,2021-05-17
光電業類,5315,光聯,tpex,2021-05-17
電子零組件類,5321,友銓,tpex,2021-05-17
建材營造,5324,士開,tpex,2021-05-17
電子零組件類,5328,華容,tpex,2021-05-17
電子零組件類,5340,建榮,tpex,2021-05-17
半導體類,5344,立衛,tpex,2021-05-17
電子零組件類,5345,天揚,tpex,2021-05-17
半導體類,5347,世界,tpex,2021-05-17
通信網路類,5348,系通,tpex,2021-05-17
電子零組件類,5349,先豐,tpex,2020-10-31
半導體類,5351,鈺創,tpex,2021-05-17
通信網路類,5353,台林,tpex,2021-05-17
電子零組件類,5355,佳總,tpex,2021-05-17
電腦及週邊類,5356,協益,tpex,2021-05-17
觀光事業,5364,力麗店,tpex,2021-05-17
光電業類,5371,中光電,tpex,2021-05-17
電子零組件類,5381,合正,tpex,2021-05-17
其他電子類,5383,金利,tpex,2021-05-17
電腦及週邊類,5386,青雲,tpex,2021-05-17
通信網路業,5388,中磊,twse,2021-05-17
電子工業,5388,中磊,twse,2021-05-17
光電業類,5392,應華,tpex,2021-05-17
其他,5398,慕康生醫,tpex,2021-05-17
資訊服務類,5403,中菲,tpex,2021-05-17
資訊服務類,5410,國眾,tpex,2021-05-17
半導體類,5425,台半,tpex,2021-05-17
電腦及週邊類,5426,振發,tpex,2021-05-17
光電業類,5432,達威,tpex,2021-05-17
電子工業,5434,崇越,twse,2021-05-17
電子通路業,5434,崇越,twse,2021-05-17
電腦及週邊類,5438,東友,tpex,2021-05-17
電子零組件類,5439,高技,tpex,2021-05-17
光電業類,5443,均豪,tpex,2021-05-17
電腦及週邊類,5450,寶聯通,tpex,2020-06-03
其他,5450,南良,tpex,2021-05-17
其他電子類,5452,佶優,tpex,2021-05-17
建材營造,5455,昇益,tpex,2021-05-17
電子零組件類,5457,宣德,tpex,2021-05-17
電子零組件類,5460,同協,tpex,2021-05-17
電子零組件類,5464,霖宏,tpex,2021-05-17
電腦及週邊類,5465,富驊,tpex,2021-05-17
半導體類,5468,凱鈺,tpex,2021-05-17
電子工業,5469,瀚宇博,twse,2021-05-17
電子零組件業,5469,瀚宇博,twse,2021-05-17
半導體業,5471,松翰,twse,2021-05-17
電子工業,5471,松翰,twse,2021-05-17
電腦及週邊類,5474,聰泰,tpex,2021-05-17
電子零組件類,5475,德宏,tpex,2021-05-17
文化創意業,5478,智冠,tpex,2021-05-17
電子零組件類,5481,新華,tpex,2020-06-03
其他,5481,新華,tpex,2021-05-17
半導體類,5483,中美晶,tpex,2021-05-17
光電業,5484,慧友,twse,2021-05-17
電子工業,5484,慧友,twse,2021-05-17
半導體類,5487,通泰,tpex,2021-05-17
電子零組件類,5488,松普,tpex,2021-05-17
其他電子類,5489,彩富,tpex,2021-05-17
電腦及週邊類,5490,同亨,tpex,2021-05-17
其他電子類,5493,三聯,tpex,2021-05-17
電子零組件類,5498,凱崴,tpex,2021-05-17
建材營造,5508,永信建,tpex,2021-05-17
建材營造,5511,德昌,tpex,2021-05-17
建材營造,5512,力麒,tpex,2021-05-17
建材營造,5514,三豐,tpex,2021-05-17
建材營造,5515,建國,twse,2021-05-17
建材營造,5516,雙喜,tpex,2021-05-17
建材營造,5519,隆大,twse,2021-05-17
建材營造,5520,力泰,tpex,2021-05-17
建材營造,5521,工信,twse,2021-05-17
建材營造,5522,遠雄,twse,2021-05-17
建材營造,5523,豐謙,tpex,2021-05-17
建材營造,5525,順天,twse,2021-05-17
建材營造,5529,志嘉,tpex,2021-05-17
其他,5530,龍巖,tpex,2021-05-17
建材營造,5531,鄉林,twse,2021-05-17
建材營造,5533,皇鼎,twse,2021-05-17
建材營造,5534,長虹,twse,2021-05-17
其他電子類,5536,聖暉,tpex,2021-05-17
鋼鐵工業,5538,東明-KY,twse,2021-05-17
建材營造,5543,桓鼎-KY,tpex,2021-05-17
建材營造,5546,永固-KY,twse,2021-05-17
航運業,5601,台聯櫃,tpex,2021-05-17
航運業,5603,陸海,tpex,2021-05-17
航運業,5604,中連貨,tpex,2021-05-17
航運業,5607,遠雄港,twse,2021-05-17
航運業,5608,四維航,twse,2021-05-17
航運業,5609,中菲行,tpex,2021-05-17
觀光事業,5701,劍湖山,tpex,2021-05-17
觀光事業,5703,亞都,tpex,2021-05-17
觀光事業,5704,老爺知,tpex,2021-05-17
觀光事業,5706,鳳凰,twse,2021-05-17
金融業,5820,日盛金,tpex,2021-05-17
金融保險,5854,合庫,twse,2021-05-17
金融業,5864,致和證,tpex,2021-05-17
其他,5871,中租-KY,twse,2021-05-17
其他,5871A,中租-KY甲特,twse,2021-05-17
金融保險,5876,上海商銀,twse,2021-05-17
金融業,5878,台名,tpex,2021-05-17
金融保險,5880,合庫金,twse,2021-05-17
貿易百貨,5902,德記,tpex,2021-05-17
貿易百貨,5903,全家,tpex,2021-05-17
貿易百貨,5904,寶雅,tpex,2021-05-17
貿易百貨,5905,南仁湖,tpex,2021-05-17
貿易百貨,5906,台南-KY,twse,2021-05-17
貿易百貨,5907,大洋-KY,twse,2021-05-17
金融保險,6004,元京證,twse,2021-05-17
金融保險,6005,群益證,twse,2021-05-17
金融保險,6012,金鼎證,twse,2021-05-17
金融業,6015,宏遠證,tpex,2021-05-17
金融業,6016,康和證,tpex,2021-05-17
金融業,6020,大展證,tpex,2021-05-17
金融業,6021,大慶證,tpex,2021-05-17
金融業,6023,元大期,tpex,2021-05-17
金融保險,6024,群益期,twse,2021-05-17
金融業,6026,福邦證,tpex,2021-05-17
文化創意業,6101,寬魚國際,tpex,2021-05-17
半導體類,6103,合邦,tpex,2021-05-17
半導體類,6104,創惟,tpex,2021-05-17
電子工業,6108,競國,twse,2021-05-17
電子零組件業,6108,競國,twse,2021-05-17
通信網路類,6109,亞元,tpex,2021-05-17
文化創意業,6111,大宇資,tpex,2021-05-17
資訊服務業,6112,聚碩,twse,2021-05-17
電子工業,6112,聚碩,twse,2021-05-17
電子通路類,6113,亞矽,tpex,2021-05-17
電子零組件類,6114,久威,tpex,2021-05-17
電子工業,6115,鎰勝,twse,2021-05-17
電子零組件業,6115,鎰勝,twse,2021-05-17
光電業,6116,彩晶,twse,2021-05-17
電子工業,6116,彩晶,twse,2021-05-17
電子工業,6117,迎廣,twse,2021-05-17
電腦及週邊設備業,6117,迎廣,twse,2021-05-17
電子通路類,6118,建達,tpex,2021-05-17
電子工業,6119,大傳,twse,2021-05-17
電子通路業,6119,大傳,twse,2021-05-17
光電業,6120,達運,twse,2021-05-17
電子工業,6120,達運,twse,2021-05-17
電腦及週邊類,6121,新普,tpex,2021-05-17
電機機械,6122,擎邦,tpex,2021-05-17
電腦及週邊類,6123,上奇,tpex,2021-05-17
電子零組件類,6124,業強,tpex,2021-05-17
光電業類,6125,廣運,tpex,2021-05-17
電子零組件類,6126,信音,tpex,2021-05-17
電子零組件類,6127,九豪,tpex,2021-05-17
電子工業,6128,上福,twse,2021-05-17
電腦及週邊設備業,6128,上福,twse,2021-05-17
半導體類,6129,普誠,tpex,2021-05-17
生技醫療類,6130,星寶國際,tpex,2021-05-17
光電業,6131,鈞泰,twse,2021-05-17
電子工業,6131,鈞泰,twse,2021-05-17
電子工業,6133,金橋,twse,2021-05-17
電子零組件業,6133,金橋,twse,2021-05-17
電子零組件類,6134,萬旭,tpex,2021-05-17
通信網路業,6136,富爾特,twse,2021-05-17
電子工業,6136,富爾特,twse,2021-05-17
半導體類,6138,茂達,tpex,2021-05-17
其他電子業,6139,亞翔,twse,2021-05-17
電子工業,6139,亞翔,twse,2021-05-17
資訊服務類,6140,訊達,tpex,2021-05-17
電子工業,6141,柏承,twse,2021-05-17
電子零組件業,6141,柏承,twse,2021-05-17
通信網路業,6142,友勁,twse,2021-05-17
電子工業,6142,友勁,twse,2021-05-17
通信網路類,6143,振曜,tpex,2021-05-17
文化創意業,6144,得利影,tpex,2021-05-17
電子工業,6145,勁永,twse,2021-05-17
電子通路業,6145,勁永,twse,2021-05-17
其他電子類,6146,耕興,tpex,2021-05-17
半導體類,6147,頎邦,tpex,2021-05-17
資訊服務類,6148,驊宏資,tpex,2021-05-17
電腦及週邊類,6150,撼訊,tpex,2021-05-17
其他電子類,6151,晉倫,tpex,2021-05-17
通信網路業,6152,百一,twse,2021-05-17
電子工業,6152,百一,twse,2021-05-17
電子工業,6153,嘉聯益,twse,2021-05-17
電子零組件業,6153,嘉聯益,twse,2021-05-17
電子通路類,6154,順發,tpex,2021-05-17
電子工業,6155,鈞寶,twse,2021-05-17
電子零組件業,6155,鈞寶,twse,2021-05-17
電子零組件類,6156,松上,tpex,2021-05-17
電子零組件類,6158,禾昌,tpex,2021-05-17
電腦及週邊類,6160,欣技,tpex,2021-05-17
電腦及週邊類,6161,捷波,tpex,2021-05-17
通信網路類,6163,華電網,tpex,2021-05-17
光電業,6164,華興,twse,2021-05-17
電子工業,6164,華興,twse,2021-05-17
電子工業,6165,浪凡,twse,2021-05-17
電子零組件業,6165,浪凡,twse,2021-05-17
電子工業,6166,凌華,twse,2021-05-17
電腦及週邊設備業,6166,凌華,twse,2021-05-17
光電業類,6167,久正,tpex,2021-05-17
光電業,6168,宏齊,twse,2021-05-17
電子工業,6168,宏齊,twse,2021-05-17
文化創意業,6169,昱泉,tpex,2021-05-17
通信網路類,6170,統振,tpex,2021-05-17
建材營造,6171,亞銳士,tpex,2021-05-17
電子工業,6172,互億,twse,2021-05-17
電腦及週邊設備業,6172,互億,twse,2021-05-17
電子零組件類,6173,信昌電,tpex,2021-05-17
電子零組件類,6174,安碁,tpex,2021-05-17
電子零組件類,6175,立敦,tpex,2021-05-17
光電業,6176,瑞儀,twse,2021-05-17
電子工業,6176,瑞儀,twse,2021-05-17
建材營造,6177,達麗,twse,2021-05-17
其他,6179,亞通,tpex,2021-05-17
文化創意業,6180,橘子,tpex,2021-05-17
半導體類,6182,合晶,tpex,2021-05-17
資訊服務業,6183,關貿,twse,2021-05-17
電子工業,6183,關貿,twse,2021-05-17
其他,6184,大豐電,twse,2021-05-17
電子零組件類,6185,幃翔,tpex,2021-05-17
建材營造,6186,新潤,tpex,2021-05-17
其他電子類,6187,萬潤,tpex,2021-05-17
電腦及週邊類,6188,廣明,tpex,2021-05-17
電子工業,6189,豐藝,twse,2021-05-17
電子通路業,6189,豐藝,twse,2021-05-17
通信網路類,6190,萬泰科,tpex,2021-05-17
電子工業,6191,精成科,twse,2021-05-17
電子零組件業,6191,精成科,twse,2021-05-17
其他電子業,6192,巨路,twse,2021-05-17
電子工業,6192,巨路,twse,2021-05-17
電子零組件類,6194,育富,tpex,2021-05-17
貿易百貨,6195,詩肯,tpex,2021-05-17
其他電子業,6196,帆宣,twse,2021-05-17
電子工業,6196,帆宣,twse,2021-05-17
電子工業,6197,佳必琪,twse,2021-05-17
電子零組件業,6197,佳必琪,twse,2021-05-17
半導體類,6198,凌泰,tpex,2021-05-17
其他,6199,天品,tpex,2021-05-17
其他電子業,6201,亞弘電,twse,2021-05-17
電子工業,6201,亞弘電,twse,2021-05-17
半導體業,6202,盛群,twse,2021-05-17
電子工業,6202,盛群,twse,2021-05-17
電子零組件類,6203,海韻電,tpex,2021-05-17
電子零組件類,6204,艾華,tpex,2021-05-17
電子工業,6205,詮欣,twse,2021-05-17
電子零組件業,6205,詮欣,twse,2021-05-17
電子工業,6206,飛捷,twse,2021-05-17
電腦及週邊設備業,6206,飛捷,twse,2021-05-17
電子零組件類,6207,雷科,tpex,2021-05-17
電子零組件類,6208,日揚,tpex,2021-05-17
光電業,6209,今國光,twse,2021-05-17
電子工業,6209,今國光,twse,2021-05-17
電子零組件類,6210,慶生,tpex,2021-05-17
建材營造,6212,理銘,tpex,2021-05-17
電子工業,6213,聯茂,twse,2021-05-17
電子零組件業,6213,聯茂,twse,2021-05-17
資訊服務業,6214,精誠,twse,2021-05-17
電子工業,6214,精誠,twse,2021-05-17
其他電子業,6215,和椿,twse,2021-05-17
電子工業,6215,和椿,twse,2021-05-17
通信網路業,6216,居易,twse,2021-05-17
電子工業,6216,居易,twse,2021-05-17
電子零組件類,6217,中探針,tpex,2021-05-17
通信網路類,6218,豪勉,tpex,2021-05-17
建材營造,6219,富旺,tpex,2021-05-17
電子零組件類,6220,岳豐,tpex,2021-05-17
資訊服務類,6221,晉泰,tpex,2021-05-17
光電業類,6222,上揚,tpex,2021-05-17
半導體類,6223,旺矽,tpex,2021-05-17
電子工業,6224,聚鼎,twse,2021-05-17
電子零組件業,6224,聚鼎,twse,2021-05-17
光電業,6225,天瀚,twse,2021-05-17
電子工業,6225,天瀚,twse,2021-05-17
光電業,6226,光鼎,twse,2021-05-17
電子工業,6226,光鼎,twse,2021-05-17
電子通路類,6227,茂綸,tpex,2021-05-17
電腦及週邊類,6228,全譜,tpex,2021-05-17
半導體類,6229,研通,tpex,2021-05-17
電子工業,6230,尼得科超眾,twse,2021-05-17
電腦及週邊設備業,6230,尼得科超眾,twse,2021-05-17
資訊服務類,6231,系微,tpex,2021-05-17
半導體類,6233,旺玖,tpex,2021-05-17
光電業類,6234,高僑,tpex,2021-05-17
電子工業,6235,華孚,twse,2021-05-17
電腦及週邊設備業,6235,華孚,twse,2021-05-17
其他,6236,康呈,tpex,2021-05-17
半導體類,6237,驊訊,tpex,2021-05-17
其他電子類,6238,勝麗,tpex,2020-06-13
半導體業,6239,力成,twse,2021-05-17
電子工業,6239,力成,twse,2021-05-17
資訊服務類,6240,松崗,tpex,2021-05-17
通信網路類,6241,易通展,tpex,2021-05-17
生技醫療類,6242,立康,tpex,2021-05-17
半導體業,6243,迅杰,twse,2021-05-17
電子工業,6243,迅杰,twse,2021-05-17
光電業類,6244,茂迪,tpex,2021-05-17
通信網路類,6245,立端,tpex,2021-05-17
光電業類,6246,臺龍,tpex,2021-05-17
其他電子類,6247,淇譽電,tpex,2021-05-17
鋼鐵工業,6248,沛波,tpex,2021-05-17
電子工業,6251,定穎,twse,2021-05-17
電子零組件業,6251,定穎,twse,2021-05-17
光電業,6255,奈普,twse,2021-05-17
電子工業,6255,奈普,twse,2021-05-17
半導體業,6257,矽格,twse,2021-05-17
電子工業,6257,矽格,twse,2021-05-17
電子零組件類,6259,百徽,tpex,2021-05-17
半導體類,6261,久元,tpex,2021-05-17
通信網路類,6263,普萊德,tpex,2021-05-17
建材營造,6264,富裔,tpex,2021-05-17
電子通路類,6265,方土昶,tpex,2021-05-17
電子零組件類,6266,泰詠,tpex,2021-05-17
電子工業,6269,台郡,twse,2021-05-17
電子零組件業,6269,台郡,twse,2021-05-17
電子通路類,6270,倍微,tpex,2021-05-17
半導體業,6271,同欣電,twse,2021-05-17
電子工業,6271,同欣電,twse,2021-05-17
電子零組件類,6274,台燿,tpex,2021-05-17
其他電子類,6275,元山,tpex,2021-05-17
電腦及週邊類,6276,安鈦克,tpex,2021-05-17
電子工業,6277,宏正,twse,2021-05-17
電腦及週邊設備業,6277,宏正,twse,2021-05-17
光電業,6278,台表科,twse,2021-05-17
電子工業,6278,台表科,twse,2021-05-17
電子零組件類,6279,胡連,tpex,2021-05-17
電子工業,6280,崇貿,twse,2021-05-17
電子工業,6281,全國電,twse,2021-05-17
電子通路業,6281,全國電,twse,2021-05-17
電子工業,6282,康舒,twse,2021-05-17
電子零組件業,6282,康舒,twse,2021-05-17
其他電子業,6283,淳安,twse,2021-05-17
電子工業,6283,淳安,twse,2021-05-17
電子零組件類,6284,佳邦,tpex,2021-05-17
通信網路業,6285,啟碁,twse,2021-05-17
電子工業,6285,啟碁,twse,2021-05-17
半導體業,6286,立錡,twse,2021-05-17
電子工業,6286,立錡,twse,2021-05-17
半導體類,6287,元隆,tpex,2021-05-17
汽車工業,6288,聯嘉,twse,2021-05-17
光電業,6289,華上,twse,2021-05-17
電子工業,6289,華上,twse,2021-05-17
電子零組件類,6290,良維,tpex,2021-05-17
半導體類,6291,沛亨,tpex,2021-05-17
電子零組件類,6292,迅德,tpex,2021-05-17
文化創意業,6294,智基,tpex,2021-05-17
資訊服務類,6404,通訊-KY,tpex,2021-05-17
光電業,6405,悅城,twse,2021-05-17
電子工業,6405,悅城,twse,2021-05-17
其他電子業,6409,旭隼,twse,2021-05-17
電子工業,6409,旭隼,twse,2021-05-17
半導體類,6411,晶焱,tpex,2021-05-17
電子工業,6412,群電,twse,2021-05-17
電子零組件業,6412,群電,twse,2021-05-17
電子工業,6414,樺漢,twse,2021-05-17
電腦及週邊設備業,6414,樺漢,twse,2021-05-17
半導體業,6415,矽力-KY,twse,2021-05-17
電子工業,6415,矽力-KY,twse,2021-05-17
通信網路業,6416,瑞祺電通,twse,2021-05-17
電子工業,6416,瑞祺電通,twse,2021-05-17
通信網路類,6417,韋僑,tpex,2021-05-17
電子零組件類,6418,詠昇,tpex,2021-05-17
光電業類,6419,京晨科,tpex,2021-05-17
電子工業,6422,君耀-KY,twse,2021-05-17
電子零組件業,6422,君耀-KY,twse,2021-05-17
電機機械,6425,易發,tpex,2021-05-17
通信網路類,6426,統新,tpex,2021-03-26
通信網路業,6426,統新,twse,2021-05-17
電子工業,6426,統新,twse,2021-05-17
光電業,6431,光麗-KY,twse,2021-05-17
電子工業,6431,光麗-KY,twse,2021-05-17
電子零組件類,6432,今展科,tpex,2021-05-17
半導體類,6435,大中,tpex,2021-05-17
其他電子類,6438,迅得,tpex,2021-01-21
其他電子業,6438,迅得,twse,2021-05-17
電子工業,6438,迅得,twse,2021-05-17
電腦及週邊類,6441,廣錠,tpex,2021-05-17
通信網路業,6442,光聖,twse,2021-05-17
電子工業,6442,光聖,twse,2021-05-17
光電業,6443,元晶,twse,2021-05-17
電子工業,6443,元晶,twse,2021-05-17
生技醫療類,6446,藥華藥,tpex,2021-05-17
電子工業,6449,鈺邦,twse,2021-05-17
電子零組件業,6449,鈺邦,twse,2021-05-17
半導體業,6451,訊芯-KY,twse,2021-05-17
電子工業,6451,訊芯-KY,twse,2021-05-17
化學生技醫療,6452,康友-KY,twse,2021-05-17
生技醫療業,6452,康友-KY,twse,2021-05-17
光電業,6456,GIS-KY,twse,2021-05-17
電子工業,6456,GIS-KY,twse,2021-05-17
半導體類,6457,紘康,tpex,2021-05-17
生技醫療類,6461,益得,tpex,2021-05-17
半導體類,6462,神盾,tpex,2021-05-17
其他,6464,台數科,twse,2021-05-17
通信網路類,6465,威潤,tpex,2021-05-17
生技醫療類,6469,大樹,tpex,2021-05-17
通信網路類,6470,宇智,tpex,2021-05-17
生技醫療類,6472,保瑞,tpex,2021-05-17
光電業,6477,安集,twse,2021-05-17
電子工業,6477,安集,twse,2021-05-17
文化創意業,6482,弘煜科,tpex,2021-05-17
半導體類,6485,點序,tpex,2021-05-17
通信網路類,6486,互動,tpex,2021-05-17
半導體類,6488,環球晶,tpex,2021-05-17
化學生技醫療,6491,晶碩,twse,2021-05-17
生技醫療業,6491,晶碩,twse,2021-05-17
生技醫療類,6492,生華科,tpex,2021-05-17
半導體類,6494,九齊,tpex,2021-05-17
生技醫療類,6496,科懋,tpex,2021-05-17
生技醫療類,6497,亞獅康-KY,tpex,2020-08-27
生技醫療類,6499,益安,tpex,2021-05-17
其他,6504,南六,twse,2021-05-17
油電燃氣業,6505,台塑化,twse,2021-05-17
化學工業,6506,雙邦,tpex,2021-05-17
農業科技業,6508,惠光,tpex,2021-05-17
化學工業,6509,聚和,tpex,2021-05-17
半導體類,6510,精測,tpex,2021-05-17
其他電子類,6512,啟發電,tpex,2021-05-17
通信網路類,6514,芮特-KY,tpex,2021-05-17
半導體業,6515,穎崴,twse,2021-05-17
電子工業,6515,穎崴,twse,2021-05-17
資訊服務類,6516,勤崴國際,tpex,2021-05-17
生技醫療類,6523,達爾膚,tpex,2021-05-17
半導體業,6525,捷敏-KY,twse,2021-05-17
電子工業,6525,捷敏-KY,twse,2021-05-17
生技醫療類,6527,明達醫,tpex,2021-05-17
通信網路類,6530,創威,tpex,2021-05-17
半導體業,6531,愛普,twse,2021-05-17
電子工業,6531,愛普,twse,2021-05-17
